Gene_Name,Drug_ID,Indication_Name,Phase
TXNRD1,CHEMBL5483015,lung cancer,PHASE_2
TXNRD1,CHEMBL5483015,liver cancer,PHASE_2
TXNRD1,CHEMBL5483015,chronic lymphocytic leukemia,PHASE_2
TXNRD1,CHEMBL5483015,cancer,PHASE_2
TXNRD1,CHEMBL5483015,endometrial carcinoma,PHASE_2
TXNRD1,CHEMBL5483015,systemic lupus erythematosus,PHASE_2
TXNRD1,CHEMBL5483015,neuroblastoma,PHASE_2
TXNRD1,CHEMBL5483015,acute myeloid leukemia with mutated NPM1,PHASE_2
TXNRD1,CHEMBL3544910,Central Nervous System Neoplasm,PHASE_2
TXNRD1,CHEMBL3544910,multiple myeloma,PHASE_2
TXNRD1,CHEMBL3544910,chronic lymphocytic leukemia,PHASE_2
TXNRD1,CHEMBL3544910,urogenital neoplasm,PHASE_2
TXNRD1,CHEMBL3544910,renal cell carcinoma,PHASE_2
TXNRD1,CHEMBL3544910,kidney neoplasm,PHASE_2
TXNRD1,CHEMBL3544910,lung cancer,PHASE_2
TXNRD1,CHEMBL3544910,non-Hodgkins lymphoma,PHASE_2
TXNRD1,CHEMBL5483015,hepatocellular carcinoma,PHASE_2_3
TXNRD1,CHEMBL5483015,leukemia,PHASE_3
TXNRD1,CHEMBL5483015,acute myeloid leukemia,PHASE_3
TXNRD1,CHEMBL5483015,myelodysplastic syndrome,PHASE_3
TXNRD1,CHEMBL3544910,HIV infection,PHASE_3
TXNRD1,CHEMBL3544910,non-small cell lung carcinoma,PHASE_3
TXNRD1,CHEMBL3544910,brain neoplasm,PHASE_3
TXNRD1,CHEMBL3544910,metastasis,PHASE_3
TXNRD1,CHEMBL3544910,breast cancer,UNKNOWN
TYK2,CHEMBL2103743,rheumatoid arthritis,APPROVAL
TYK2,CHEMBL2103743,psoriatic arthritis,APPROVAL
TYK2,CHEMBL4435170,psoriasis vulgaris,APPROVAL
TYK2,CHEMBL4435170,psoriasis,APPROVAL
TYK2,CHEMBL4435170,pustular psoriasis,APPROVAL
TYK2,CHEMBL5315119,rheumatoid arthritis,APPROVAL
TYK2,CHEMBL5315119,ulcerative colitis,APPROVAL
TYK2,CHEMBL4298167,rheumatoid arthritis,APPROVAL
TYK2,CHEMBL4297507,atopic eczema,APPROVAL
TYK2,CHEMBL4297507,Eczematoid dermatitis,APPROVAL
TYK2,CHEMBL4297507,dermatitis,APPROVAL
TYK2,CHEMBL1789941,essential thrombocythemia,APPROVAL
TYK2,CHEMBL1789941,myelofibrosis,APPROVAL
TYK2,CHEMBL1789941,Eczematoid dermatitis,APPROVAL
TYK2,CHEMBL1789941,Vitiligo,APPROVAL
TYK2,CHEMBL1789941,neoplasm,APPROVAL
TYK2,CHEMBL3622821,rheumatoid arthritis,APPROVAL
TYK2,CHEMBL221959,rheumatoid arthritis,APPROVAL
TYK2,CHEMBL4594382,alopecia areata,APPROVAL
TYK2,CHEMBL2103743,systemic lupus erythematosus,EARLY_PHASE_1
TYK2,CHEMBL2103743,discoid lupus erythematosus,EARLY_PHASE_1
TYK2,CHEMBL4435170,Pyoderma,EARLY_PHASE_1
TYK2,CHEMBL221959,Myasthenia gravis,EARLY_PHASE_1
TYK2,CHEMBL221959,toxic epidermal necrolysis,EARLY_PHASE_1
TYK2,CHEMBL221959,amyotrophic lateral sclerosis,EARLY_PHASE_1
TYK2,CHEMBL4435170,immune system disease,PHASE_1
TYK2,CHEMBL4435170,kidney disease,PHASE_1
TYK2,CHEMBL4435170,Decreased liver function,PHASE_1
TYK2,CHEMBL1789941,pancreatic ductal adenocarcinoma,PHASE_1
TYK2,CHEMBL221959,Hepatic failure,PHASE_1
TYK2,CHEMBL221959,chronic kidney disease,PHASE_1
TYK2,CHEMBL221959,kidney disease,PHASE_1
TYK2,CHEMBL221959,dermatomyositis,PHASE_1
TYK2,CHEMBL221959,sarcoidosis,PHASE_1
TYK2,CHEMBL221959,granuloma annulare,PHASE_1
TYK2,CHEMBL3137308,liver disease,PHASE_1
TYK2,CHEMBL3137308,kidney disease,PHASE_1
TYK2,CHEMBL3301607,kidney disease,PHASE_1
TYK2,CHEMBL3301607,juvenile idiopathic arthritis,PHASE_1
TYK2,CHEMBL4297477,kidney disease,PHASE_1
TYK2,CHEMBL4650343,inflammatory bowel disease,PHASE_1
TYK2,CHEMBL4116008,atopic eczema,PHASE_1
TYK2,CHEMBL4594275,systemic lupus erythematosus,PHASE_1
TYK2,CHEMBL2103743,atopic eczema,PHASE_1_2
TYK2,CHEMBL1789941,leukemia,PHASE_1_2
TYK2,CHEMBL1789941,breast carcinoma,PHASE_1_2
TYK2,CHEMBL1789941,acute graft versus host disease,PHASE_1_2
TYK2,CHEMBL1789941,dermatitis,PHASE_1_2
TYK2,CHEMBL1789941,neuromyelitis optica,PHASE_1_2
TYK2,CHEMBL1789941,malignant atrophic papulosis,PHASE_1_2
TYK2,CHEMBL221959,systemic lupus erythematosus,PHASE_1_2
TYK2,CHEMBL221959,cutaneous lupus erythematosus,PHASE_1_2
TYK2,CHEMBL4116008,non-Hodgkins lymphoma,PHASE_1_2
TYK2,CHEMBL4594275,lymphoma,PHASE_1_2
TYK2,CHEMBL2103743,ankylosing spondylitis,PHASE_2
TYK2,CHEMBL4435170,ulcerative colitis,PHASE_2
TYK2,CHEMBL4435170,alopecia areata,PHASE_2
TYK2,CHEMBL4435170,hidradenitis suppurativa,PHASE_2
TYK2,CHEMBL4435170,lichen planopilaris,PHASE_2
TYK2,CHEMBL4435170,Vitiligo,PHASE_2
TYK2,CHEMBL4435170,pityriasis rubra pilaris,PHASE_2
TYK2,CHEMBL4297507,asthma,PHASE_2
TYK2,CHEMBL4297507,alopecia areata,PHASE_2
TYK2,CHEMBL4297507,psoriasis,PHASE_2
TYK2,CHEMBL4297507,discoid lupus erythematosus,PHASE_2
TYK2,CHEMBL1789941,Hypereosinophilic syndrome,PHASE_2
TYK2,CHEMBL1789941,rheumatoid arthritis,PHASE_2
TYK2,CHEMBL1789941,psoriasis,PHASE_2
TYK2,CHEMBL1789941,prostate cancer,PHASE_2
TYK2,CHEMBL1789941,multiple myeloma,PHASE_2
TYK2,CHEMBL1789941,breast cancer,PHASE_2
TYK2,CHEMBL1789941,Hodgkins lymphoma,PHASE_2
TYK2,CHEMBL1789941,alopecia areata,PHASE_2
TYK2,CHEMBL1789941,lymphoma,PHASE_2
TYK2,CHEMBL1789941,beta-thalassemia major,PHASE_2
TYK2,CHEMBL1789941,Cachexia,PHASE_2
TYK2,CHEMBL1789941,non-small cell lung carcinoma,PHASE_2
TYK2,CHEMBL1789941,colorectal carcinoma,PHASE_2
TYK2,CHEMBL1789941,classic Hodgkin lymphoma,PHASE_2
TYK2,CHEMBL1789941,HIV infection,PHASE_2
TYK2,CHEMBL1789941,chronic lymphocytic leukemia,PHASE_2
TYK2,CHEMBL1789941,head and neck squamous cell carcinoma,PHASE_2
TYK2,CHEMBL1789941,acute myeloid leukemia,PHASE_2
TYK2,CHEMBL1789941,chronic myelogenous leukemia,PHASE_2
TYK2,CHEMBL1789941,cancer,PHASE_2
TYK2,CHEMBL1789941,lichen planus,PHASE_2
TYK2,CHEMBL1789941,chronic graft versus host disease,PHASE_2
TYK2,CHEMBL1789941,myelodysplastic syndrome,PHASE_2
TYK2,CHEMBL1789941,severe acute respiratory syndrome,PHASE_2
TYK2,CHEMBL1789941,necrobiosis lipoidica,PHASE_2
TYK2,CHEMBL1789941,discoid lupus erythematosus,PHASE_2
TYK2,CHEMBL1789941,bronchiolitis obliterans,PHASE_2
TYK2,CHEMBL1789941,T-cell large granular lymphocyte leukemia,PHASE_2
TYK2,CHEMBL1789941,lichen disease,PHASE_2
TYK2,CHEMBL1789941,Histiocytosis,PHASE_2
TYK2,CHEMBL1789941,seborrheic dermatitis,PHASE_2
TYK2,CHEMBL1789941,Myelodysplastic/Myeloproliferative Neoplasm,PHASE_2
TYK2,CHEMBL1789941,inborn error of immunity,PHASE_2
TYK2,CHEMBL1789941,inclusion body myositis,PHASE_2
TYK2,CHEMBL1789941,Menkes disease,PHASE_2
TYK2,CHEMBL1789941,dermatomyositis,PHASE_2
TYK2,CHEMBL3622821,Behcet's syndrome,PHASE_2
TYK2,CHEMBL221959,kidney transplant,PHASE_2
TYK2,CHEMBL221959,Crohn's disease,PHASE_2
TYK2,CHEMBL221959,dry eye syndrome,PHASE_2
TYK2,CHEMBL221959,psoriasis vulgaris,PHASE_2
TYK2,CHEMBL221959,atopic eczema,PHASE_2
TYK2,CHEMBL221959,alopecia areata,PHASE_2
TYK2,CHEMBL221959,extranodal nasal NK/T cell lymphoma,PHASE_2
TYK2,CHEMBL221959,injury,PHASE_2
TYK2,CHEMBL221959,pneumonia,PHASE_2
TYK2,CHEMBL221959,pouchitis,PHASE_2
TYK2,CHEMBL221959,colitis,PHASE_2
TYK2,CHEMBL221959,Sjogren syndrome,PHASE_2
TYK2,CHEMBL221959,myositis,PHASE_2
TYK2,CHEMBL221959,Down syndrome,PHASE_2
TYK2,CHEMBL221959,systemic scleroderma,PHASE_2
TYK2,CHEMBL221959,myocarditis,PHASE_2
TYK2,CHEMBL221959,Cutaneous T-cell lymphoma,PHASE_2
TYK2,CHEMBL3137308,psoriasis,PHASE_2
TYK2,CHEMBL3137308,ulcerative colitis,PHASE_2
TYK2,CHEMBL3301607,cutaneous lupus erythematosus,PHASE_2
TYK2,CHEMBL3301607,small bowel Crohn's disease,PHASE_2
TYK2,CHEMBL3301607,Sjogren syndrome,PHASE_2
TYK2,CHEMBL3301607,inflammatory bowel disease,PHASE_2
TYK2,CHEMBL4297477,asthma,PHASE_2
TYK2,CHEMBL4297477,psoriasis vulgaris,PHASE_2
TYK2,CHEMBL4297477,ulcerative colitis,PHASE_2
TYK2,CHEMBL4297477,psoriasis,PHASE_2
TYK2,CHEMBL4297477,Crohn's disease,PHASE_2
TYK2,CHEMBL4297477,systemic lupus erythematosus,PHASE_2
TYK2,CHEMBL4297477,atopic eczema,PHASE_2
TYK2,CHEMBL4297477,psoriatic arthritis,PHASE_2
TYK2,CHEMBL4297477,hidradenitis suppurativa,PHASE_2
TYK2,CHEMBL4297477,cicatricial alopecia,PHASE_2
TYK2,CHEMBL4650343,Crohn's disease,PHASE_2
TYK2,CHEMBL4116008,B-cell non-Hodgkins lymphoma,PHASE_2
TYK2,CHEMBL4116008,Vitiligo,PHASE_2
TYK2,CHEMBL4594275,Eczematoid dermatitis,PHASE_2
TYK2,CHEMBL4594275,atopic eczema,PHASE_2
TYK2,CHEMBL4594275,dermatitis,PHASE_2
TYK2,CHEMBL4459585,psoriasis vulgaris,PHASE_2
TYK2,CHEMBL4459585,psoriasis,PHASE_2
TYK2,CHEMBL4459585,hidradenitis suppurativa,PHASE_2
TYK2,CHEMBL4459585,ulcerative colitis,PHASE_2
TYK2,CHEMBL4802163,COVID-19,PHASE_2
TYK2,CHEMBL4802163,acute lung injury,PHASE_2
TYK2,CHEMBL221959,cutaneous Leishmaniasis,PHASE_2_3
TYK2,CHEMBL4650343,ulcerative colitis,PHASE_2_3
TYK2,CHEMBL4435170,psoriatic arthritis,PHASE_3
TYK2,CHEMBL4435170,systemic lupus erythematosus,PHASE_3
TYK2,CHEMBL4435170,Sjogren syndrome,PHASE_3
TYK2,CHEMBL4435170,psoriasis-related juvenile idiopathic arthritis,PHASE_3
TYK2,CHEMBL1789941,pancreatic neoplasm,PHASE_3
TYK2,CHEMBL1789941,Malignant Pancreatic Neoplasm,PHASE_3
TYK2,CHEMBL1789941,myeloproliferative disorder,PHASE_3
TYK2,CHEMBL1789941,polycythemia vera,PHASE_3
TYK2,CHEMBL1789941,primary myelofibrosis,PHASE_3
TYK2,CHEMBL1789941,pancreatic carcinoma,PHASE_3
TYK2,CHEMBL1789941,acute graft vs. host disease,PHASE_3
TYK2,CHEMBL1789941,graft versus host disease,PHASE_3
TYK2,CHEMBL1789941,atopic eczema,PHASE_3
TYK2,CHEMBL1789941,hemophagocytic syndrome,PHASE_3
TYK2,CHEMBL1789941,COVID-19,PHASE_3
TYK2,CHEMBL1789941,macrophage activation syndrome,PHASE_3
TYK2,CHEMBL1789941,prurigo,PHASE_3
TYK2,CHEMBL1789941,prurigo nodularis,PHASE_3
TYK2,CHEMBL1789941,hidradenitis suppurativa,PHASE_3
TYK2,CHEMBL3622821,psoriatic arthritis,PHASE_3
TYK2,CHEMBL3622821,ulcerative colitis,PHASE_3
TYK2,CHEMBL3622821,Crohn's disease,PHASE_3
TYK2,CHEMBL3622821,atopic eczema,PHASE_3
TYK2,CHEMBL3622821,temporal arteritis,PHASE_3
TYK2,CHEMBL3622821,Takayasu arteritis,PHASE_3
TYK2,CHEMBL3622821,ankylosing spondylitis,PHASE_3
TYK2,CHEMBL3622821,juvenile idiopathic arthritis,PHASE_3
TYK2,CHEMBL3622821,systemic lupus erythematosus,PHASE_3
TYK2,CHEMBL3622821,hidradenitis suppurativa,PHASE_3
TYK2,CHEMBL3622821,alopecia areata,PHASE_3
TYK2,CHEMBL3622821,Vitiligo,PHASE_3
TYK2,CHEMBL221959,psoriasis,PHASE_3
TYK2,CHEMBL221959,ulcerative colitis,PHASE_3
TYK2,CHEMBL221959,psoriatic arthritis,PHASE_3
TYK2,CHEMBL221959,juvenile idiopathic arthritis,PHASE_3
TYK2,CHEMBL221959,ankylosing spondylitis,PHASE_3
TYK2,CHEMBL221959,COVID-19,PHASE_3
TYK2,CHEMBL221959,glioblastoma multiforme,PHASE_3
TYK2,CHEMBL221959,polymyalgia rheumatica,PHASE_3
TYK2,CHEMBL3137308,psoriasis vulgaris,PHASE_3
TYK2,CHEMBL3137308,rheumatoid arthritis,PHASE_3
TYK2,CHEMBL3301607,rheumatoid arthritis,PHASE_3
TYK2,CHEMBL3301607,ulcerative colitis,PHASE_3
TYK2,CHEMBL3301607,Crohn's disease,PHASE_3
TYK2,CHEMBL3301607,psoriatic arthritis,PHASE_3
TYK2,CHEMBL3301607,ankylosing spondylitis,PHASE_3
TYK2,CHEMBL3301607,spondyloarthropathy,PHASE_3
TYK2,CHEMBL4297477,dermatomyositis,PHASE_3
TYK2,CHEMBL4435170,inflammation,UNKNOWN
TYK2,CHEMBL4435170,palmoplantar pustulosis,UNKNOWN
TYK2,CHEMBL4298167,type II hypersensitivity reaction disease,UNKNOWN
TYK2,CHEMBL4298167,inflammation,UNKNOWN
TYK2,CHEMBL1789941,Chuvash polycythemia,UNKNOWN
TYK2,CHEMBL3622821,inflammatory bowel disease,UNKNOWN
TYK2,CHEMBL221959,immunoglobulin G4-related sclerosing disease,UNKNOWN
TYK2,CHEMBL221959,Blau syndrome,UNKNOWN
TYK2,CHEMBL221959,hidradenitis suppurativa,UNKNOWN
TYK2,CHEMBL4297477,immune system disease,UNKNOWN
TYK2,CHEMBL4594275,hematopoietic and lymphoid system neoplasm,UNKNOWN
TYK2,CHEMBL4594275,Inflammatory abnormality of the skin,UNKNOWN
TYK2,CHEMBL4594275,type II hypersensitivity reaction disease,UNKNOWN
TYK2,CHEMBL4459585,inflammatory bowel disease,UNKNOWN
TYMP,CHEMBL65375,colorectal cancer,APPROVAL
TYMP,CHEMBL65375,colorectal adenocarcinoma,APPROVAL
TYMP,CHEMBL235668,colorectal neoplasm,APPROVAL
TYMP,CHEMBL65375,neoplasm,PHASE_1
TYMP,CHEMBL65375,rectum cancer,PHASE_1
TYMP,CHEMBL65375,rectal carcinoma,PHASE_1
TYMP,CHEMBL65375,squamous cell lung carcinoma,PHASE_2
TYMP,CHEMBL65375,pancreatic carcinoma,PHASE_2
TYMP,CHEMBL65375,nasopharyngeal neoplasm,PHASE_2
TYMP,CHEMBL235668,urinary bladder cancer,PHASE_2
TYMP,CHEMBL235668,cholangiocarcinoma,PHASE_2
TYMP,CHEMBL235668,breast cancer,PHASE_2
TYMP,CHEMBL235668,rectum cancer,PHASE_2
TYMP,CHEMBL235668,breast neoplasm,PHASE_2
TYMP,CHEMBL235668,Malignant Pancreatic Neoplasm,PHASE_2
TYMP,CHEMBL65375,gastric cancer,PHASE_3
TYMP,CHEMBL65375,metastatic colorectal cancer,PHASE_3
TYMP,CHEMBL235668,colorectal cancer,PHASE_3
TYMP,CHEMBL235668,neoplasm,PHASE_3
TYMP,CHEMBL235668,metastatic colorectal cancer,PHASE_3
TYMS,CHEMBL1773,breast carcinoma,APPROVAL
TYMS,CHEMBL1773,colonic neoplasm,APPROVAL
TYMS,CHEMBL1773,breast cancer,APPROVAL
TYMS,CHEMBL1773,colorectal cancer,APPROVAL
TYMS,CHEMBL1773,breast neoplasm,APPROVAL
TYMS,CHEMBL1773,stomach neoplasm,APPROVAL
TYMS,CHEMBL1773,colorectal neoplasm,APPROVAL
TYMS,CHEMBL1773,neoplasm,APPROVAL
TYMS,CHEMBL1773,HER2 Positive Breast Carcinoma,APPROVAL
TYMS,CHEMBL185,adenocarcinoma,APPROVAL
TYMS,CHEMBL185,keratosis,APPROVAL
TYMS,CHEMBL185,basal cell carcinoma,APPROVAL
TYMS,CHEMBL185,head and neck malignant neoplasia,APPROVAL
TYMS,CHEMBL185,actinic keratosis,APPROVAL
TYMS,CHEMBL185,malignant colon neoplasm,APPROVAL
TYMS,CHEMBL185,colon carcinoma,APPROVAL
TYMS,CHEMBL185,neoplasm,APPROVAL
TYMS,CHEMBL185,hepatocellular carcinoma,APPROVAL
TYMS,CHEMBL20883,gastric cancer,APPROVAL
TYMS,CHEMBL20883,head and neck malignant neoplasia,APPROVAL
TYMS,CHEMBL20883,non-small cell lung carcinoma,APPROVAL
TYMS,CHEMBL20883,stomach neoplasm,APPROVAL
TYMS,CHEMBL20883,neoplasm,APPROVAL
TYMS,CHEMBL2360464,non-small cell lung carcinoma,APPROVAL
TYMS,CHEMBL225071,rectal adenocarcinoma,APPROVAL
TYMS,CHEMBL225071,neoplasm,APPROVAL
TYMS,CHEMBL917,colorectal cancer,APPROVAL
TYMS,CHEMBL917,neoplasm,APPROVAL
TYMS,CHEMBL225072,malignant pleural mesothelioma,APPROVAL
TYMS,CHEMBL225072,mesothelioma,APPROVAL
TYMS,CHEMBL225072,non-small cell lung carcinoma,APPROVAL
TYMS,CHEMBL225072,neoplasm,APPROVAL
TYMS,CHEMBL5315053,non-small cell lung carcinoma,APPROVAL
TYMS,CHEMBL5315053,mesothelioma,APPROVAL
TYMS,CHEMBL5315053,Malignant Mesothelioma,APPROVAL
TYMS,CHEMBL1773,Central Nervous System Neoplasm,PHASE_1
TYMS,CHEMBL1773,glioblastoma multiforme,PHASE_1
TYMS,CHEMBL185,central nervous system cancer,PHASE_1
TYMS,CHEMBL185,ependymoma,PHASE_1
TYMS,CHEMBL185,oral mucosa leukoplakia,PHASE_1
TYMS,CHEMBL20883,kidney disease,PHASE_1
TYMS,CHEMBL2360464,pancreatic carcinoma,PHASE_1
TYMS,CHEMBL225071,childhood acute lymphoblastic leukemia,PHASE_1
TYMS,CHEMBL225072,chordoma,PHASE_1
TYMS,CHEMBL169896,neoplasm,PHASE_1
TYMS,CHEMBL185,renal cell carcinoma,PHASE_1_2
TYMS,CHEMBL20883,cervical cancer,PHASE_1_2
TYMS,CHEMBL2360464,colorectal adenocarcinoma,PHASE_1_2
TYMS,CHEMBL2360464,neoplasm,PHASE_1_2
TYMS,CHEMBL225071,colorectal neoplasm,PHASE_1_2
TYMS,CHEMBL917,cholangiocarcinoma,PHASE_1_2
TYMS,CHEMBL1773,peritoneum cancer,PHASE_2
TYMS,CHEMBL1773,ovarian cancer,PHASE_2
TYMS,CHEMBL1773,fallopian tube cancer,PHASE_2
TYMS,CHEMBL1773,mesothelioma,PHASE_2
TYMS,CHEMBL1773,prostate cancer,PHASE_2
TYMS,CHEMBL1773,cervical cancer,PHASE_2
TYMS,CHEMBL1773,kidney cancer,PHASE_2
TYMS,CHEMBL1773,head and neck malignant neoplasia,PHASE_2
TYMS,CHEMBL1773,thyroid cancer,PHASE_2
TYMS,CHEMBL1773,esophageal adenocarcinoma,PHASE_2
TYMS,CHEMBL1773,rectal neoplasm,PHASE_2
TYMS,CHEMBL1773,malignant glioma,PHASE_2
TYMS,CHEMBL1773,biliary tract neoplasm,PHASE_2
TYMS,CHEMBL1773,Paraganglioma,PHASE_2
TYMS,CHEMBL1773,neuroendocrine carcinoma,PHASE_2
TYMS,CHEMBL1773,pancreatic adenocarcinoma,PHASE_2
TYMS,CHEMBL1773,pancreatic ductal adenocarcinoma,PHASE_2
TYMS,CHEMBL1773,pancreatic neuroendocrine tumor,PHASE_2
TYMS,CHEMBL1773,pancreatic endocrine carcinoma,PHASE_2
TYMS,CHEMBL1773,upper aerodigestive tract neoplasm,PHASE_2
TYMS,CHEMBL1773,intrahepatic cholangiocarcinoma,PHASE_2
TYMS,CHEMBL1773,pseudomyxoma peritonei,PHASE_2
TYMS,CHEMBL185,ovarian cancer,PHASE_2
TYMS,CHEMBL185,Transitional Cell Carcinoma,PHASE_2
TYMS,CHEMBL185,gastrointestinal disease,PHASE_2
TYMS,CHEMBL185,uterine neoplasm,PHASE_2
TYMS,CHEMBL185,bile duct cancer,PHASE_2
TYMS,CHEMBL185,gallbladder cancer,PHASE_2
TYMS,CHEMBL185,biliary tract neoplasm,PHASE_2
TYMS,CHEMBL185,cholangiocarcinoma,PHASE_2
TYMS,CHEMBL185,digestive system cancer,PHASE_2
TYMS,CHEMBL185,non-small cell lung carcinoma,PHASE_2
TYMS,CHEMBL185,hilar cholangiocarcinoma,PHASE_2
TYMS,CHEMBL20883,neoplasm of esophagus,PHASE_2
TYMS,CHEMBL20883,hepatocellular carcinoma,PHASE_2
TYMS,CHEMBL20883,cancer,PHASE_2
TYMS,CHEMBL20883,pancreatic neoplasm,PHASE_2
TYMS,CHEMBL20883,Malignant Pancreatic Neoplasm,PHASE_2
TYMS,CHEMBL20883,colorectal neoplasm,PHASE_2
TYMS,CHEMBL20883,adult hepatocellular carcinoma,PHASE_2
TYMS,CHEMBL20883,nasopharyngeal carcinoma,PHASE_2
TYMS,CHEMBL20883,head and neck squamous cell carcinoma,PHASE_2
TYMS,CHEMBL20883,oral squamous cell carcinoma,PHASE_2
TYMS,CHEMBL20883,neuroendocrine carcinoma,PHASE_2
TYMS,CHEMBL20883,gallbladder carcinoma,PHASE_2
TYMS,CHEMBL20883,small cell lung carcinoma,PHASE_2
TYMS,CHEMBL2360464,breast cancer,PHASE_2
TYMS,CHEMBL2360464,lung neoplasm,PHASE_2
TYMS,CHEMBL2360464,peritoneum cancer,PHASE_2
TYMS,CHEMBL2360464,ovarian cancer,PHASE_2
TYMS,CHEMBL2360464,endometrial cancer,PHASE_2
TYMS,CHEMBL2360464,cervical cancer,PHASE_2
TYMS,CHEMBL2360464,gestational trophoblastic neoplasm,PHASE_2
TYMS,CHEMBL2360464,sarcoma,PHASE_2
TYMS,CHEMBL2360464,Thymic Carcinoma,PHASE_2
TYMS,CHEMBL2360464,Thymoma,PHASE_2
TYMS,CHEMBL2360464,head and neck malignant neoplasia,PHASE_2
TYMS,CHEMBL2360464,prostate cancer,PHASE_2
TYMS,CHEMBL2360464,gastric cancer,PHASE_2
TYMS,CHEMBL2360464,urothelial carcinoma,PHASE_2
TYMS,CHEMBL225071,rectum cancer,PHASE_2
TYMS,CHEMBL225071,gastric cancer,PHASE_2
TYMS,CHEMBL225071,nasopharyngeal carcinoma,PHASE_2
TYMS,CHEMBL225071,esophageal squamous cell carcinoma,PHASE_2
TYMS,CHEMBL225071,colorectal adenocarcinoma,PHASE_2
TYMS,CHEMBL225071,pancreatic carcinoma,PHASE_2
TYMS,CHEMBL225071,Bile Duct Adenoma,PHASE_2
TYMS,CHEMBL917,gastric cancer,PHASE_2
TYMS,CHEMBL917,liver cancer,PHASE_2
TYMS,CHEMBL917,hepatocellular carcinoma,PHASE_2
TYMS,CHEMBL917,colorectal adenocarcinoma,PHASE_2
TYMS,CHEMBL225072,breast cancer,PHASE_2
TYMS,CHEMBL225072,colorectal cancer,PHASE_2
TYMS,CHEMBL225072,male breast carcinoma,PHASE_2
TYMS,CHEMBL225072,liver cancer,PHASE_2
TYMS,CHEMBL225072,metastatic colorectal cancer,PHASE_2
TYMS,CHEMBL225072,prostate cancer,PHASE_2
TYMS,CHEMBL225072,head and neck malignant neoplasia,PHASE_2
TYMS,CHEMBL225072,rectum cancer,PHASE_2
TYMS,CHEMBL225072,neuroendocrine neoplasm,PHASE_2
TYMS,CHEMBL225072,sarcoma,PHASE_2
TYMS,CHEMBL225072,pancreatic carcinoma,PHASE_2
TYMS,CHEMBL225072,osteosarcoma,PHASE_2
TYMS,CHEMBL225072,nasopharyngeal neoplasm,PHASE_2
TYMS,CHEMBL225072,Central Nervous System Lymphoma,PHASE_2
TYMS,CHEMBL225072,thyroid cancer,PHASE_2
TYMS,CHEMBL225072,head and neck squamous cell carcinoma,PHASE_2
TYMS,CHEMBL225072,colorectal neoplasm,PHASE_2
TYMS,CHEMBL225072,leptomeningeal metastasis,PHASE_2
TYMS,CHEMBL169896,head and neck malignant neoplasia,PHASE_2
TYMS,CHEMBL1773,metastasis,PHASE_2_3
TYMS,CHEMBL1773,hepatocellular carcinoma,PHASE_2_3
TYMS,CHEMBL1773,anus cancer,PHASE_2_3
TYMS,CHEMBL185,peripheral neuropathy,PHASE_2_3
TYMS,CHEMBL185,colonic neoplasm,PHASE_2_3
TYMS,CHEMBL185,biliary tract cancer,PHASE_2_3
TYMS,CHEMBL185,Vitiligo,PHASE_2_3
TYMS,CHEMBL20883,gastroesophageal junction adenocarcinoma,PHASE_2_3
TYMS,CHEMBL20883,biliary tract cancer,PHASE_2_3
TYMS,CHEMBL20883,pancreatic ductal adenocarcinoma,PHASE_2_3
TYMS,CHEMBL1773,pancreatic carcinoma,PHASE_3
TYMS,CHEMBL1773,rectum cancer,PHASE_3
TYMS,CHEMBL1773,malignant colon neoplasm,PHASE_3
TYMS,CHEMBL1773,colorectal adenocarcinoma,PHASE_3
TYMS,CHEMBL1773,cancer,PHASE_3
TYMS,CHEMBL1773,Hand-foot syndrome,PHASE_3
TYMS,CHEMBL1773,renal cell carcinoma,PHASE_3
TYMS,CHEMBL1773,gastric cancer,PHASE_3
TYMS,CHEMBL1773,non-small cell lung carcinoma,PHASE_3
TYMS,CHEMBL1773,nasopharyngeal carcinoma,PHASE_3
TYMS,CHEMBL1773,metastatic colorectal cancer,PHASE_3
TYMS,CHEMBL1773,pancreatic neoplasm,PHASE_3
TYMS,CHEMBL1773,brain disease,PHASE_3
TYMS,CHEMBL1773,carcinoma,PHASE_3
TYMS,CHEMBL1773,liver cancer,PHASE_3
TYMS,CHEMBL1773,gastric carcinoma,PHASE_3
TYMS,CHEMBL1773,rectal carcinoma,PHASE_3
TYMS,CHEMBL1773,squamous cell carcinoma,PHASE_3
TYMS,CHEMBL1773,nasopharyngeal neoplasm,PHASE_3
TYMS,CHEMBL1773,colon adenocarcinoma,PHASE_3
TYMS,CHEMBL1773,triple-negative breast cancer,PHASE_3
TYMS,CHEMBL1773,gastric adenocarcinoma,PHASE_3
TYMS,CHEMBL1773,cholangiocarcinoma,PHASE_3
TYMS,CHEMBL1773,esophageal carcinoma,PHASE_3
TYMS,CHEMBL1773,colorectal carcinoma,PHASE_3
TYMS,CHEMBL1773,gallbladder cancer,PHASE_3
TYMS,CHEMBL1773,gastroesophageal junction adenocarcinoma,PHASE_3
TYMS,CHEMBL1773,esophageal squamous cell carcinoma,PHASE_3
TYMS,CHEMBL1773,esophageal cancer,PHASE_3
TYMS,CHEMBL1773,biliary tract cancer,PHASE_3
TYMS,CHEMBL1773,head and neck squamous cell carcinoma,PHASE_3
TYMS,CHEMBL1773,adenocarcinoma,PHASE_3
TYMS,CHEMBL1773,neuroendocrine neoplasm,PHASE_3
TYMS,CHEMBL1773,Malignant Pancreatic Neoplasm,PHASE_3
